what,kind,bundleId,bundleVersion,description,time
closed,editor,org.python.pydev,2.7.1.2012100913,"org.python.pydev.editor.PythonEditor",1353960095693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353960100075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353960113095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353960173252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353960175284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353960197033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353960277936
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1353960306174
activated,editor,org.python.pydev,2.7.1.2012100913,"org.python.pydev.editor.PythonEditor",1353960318690
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1353960326903
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1353960326913
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1353960326928
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1353960326934
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1353960326968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353960480481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353960481587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353960484393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961006859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353961025056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961036577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961053336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961064629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961066535
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353961112770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353961184873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353961317902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353961423910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353961427829
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.run",1353961435569
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961438010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961439642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961441297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961457231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961460413
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1353961482419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961482529
activated,editor,org.python.pydev,2.7.1.2012100913,"org.python.pydev.editor.PythonEditor",1353961484439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353961507289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961518468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961519561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961519626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961581467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961583285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961586322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961722733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961858361
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1353961860379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1353961860659
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353961862076
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353961866478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961867282
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1353961891012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961891149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353961892897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353962095610
activated,editor,org.python.pydev,2.7.1.2012100913,"org.python.pydev.editor.PythonEditor",1353962097624
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353962121266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353962128296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353962140156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353962150657
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353962155713
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353962161803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353962163985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353962306287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353962324935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353962328204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353962535207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353962538597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353962599689
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1353962603592
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1353962603752
